pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Histidine metabolism	6	17	0.23661877153180405	E47,E48,E148,E158,E18,E50	C00217/C00025/C05938,C00217/C00025/C05938,,,,C00217/C00025/C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Linoleate metabolism	2	6	0.2619947903537518	E172,E174	,	$
Hexose phosphorylation	1	3	0.281993109822704	E150	C00031/C00221/C00247/C02336/C00267/C00738/C00936/C00095/C00962/C01582/C00795/C00137/C00293/C00124/C00984/C00159	D-Glucose/beta-D-Glucose/L-Sorbose; L-xylo-Hexulose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/D-Hexose//D-Fructose/beta-D-Galactose/Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/Glucose/D-Galactose/alpha-D-Galactose/D-Mannose
Glycine, serine, alanine and threonine metabolism	8	26	0.3077892614066045	E47,E107,E48,E109,E50,E219,E108,E75	C00217/C00025/C05938,C00073,C00217/C00025/C05938,,C00217/C00025/C05938,,,C00155	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$L-Methionine$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$$L-Homocysteine
Valine, leucine and isoleucine degradation	3	11	0.3174523149315184	E48,E50,E47	C00217/C00025/C05938,C00217/C00025/C05938,C00217/C00025/C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Butanoate metabolism	4	15	0.3314007226283506	E48,E50,E47,E176	C00217/C00025/C05938,C00217/C00025/C05938,C00217/C00025/C05938,	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$
Porphyrin metabolism	1	6	0.3645071842702294	E102		
Lysine metabolism	4	21	0.3826569195865894	E48,E50,E47,E182	C00217/C00025/C05938,C00217/C00025/C05938,C00217/C00025/C05938,	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$
Urea cycle/amino group metabolism	8	42	0.3897991765397866	E47,E182,E107,E48,E50,E219,E130,E208	C00217/C00025/C05938,,C00073,C00217/C00025/C05938,C00217/C00025/C05938,,,C00327	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$L-Methionine$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$$L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
Vitamin D3 (cholecalciferol) metabolism	0	0	0.3908915217208638			
Hyaluronan Metabolism	0	0	0.3908915217208638			
R Group Synthesis	0	0	0.3908915217208638			
C5-Branched dibasic acid metabolism	0	0	0.3908915217208638			
Pyruvate Metabolism	0	0	0.3908915217208638			
Di-unsaturated fatty acid beta-oxidation	0	1	0.3908915217208638			
Vitamin B2 (riboflavin) metabolism	0	0	0.3908915217208638			
Glycerolipid metabolism	0	0	0.3908915217208638			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.3908915217208638			
Vitamin B1 (thiamin) metabolism	0	0	0.3908915217208638			
Vitamin B5 - CoA biosynthesis from pantothenate	0	3	0.3908915217208638			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.3908915217208638			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.3908915217208638			
Parathio degradation	0	0	0.3908915217208638			
Propanoate metabolism	0	0	0.3908915217208638			
Blood Group Biosynthesis	0	0	0.3908915217208638			
Electron transport chain	0	0	0.3908915217208638			
Vitamin H (biotin) metabolism	0	2	0.3908915217208638			
Vitamin E metabolism	0	0	0.3908915217208638			
Androgen and estrogen biosynthesis and metabolism	0	0	0.3908915217208638			
Lipoate metabolism	0	2	0.3908915217208638			
Heparan sulfate biosynthesis	0	0	0.3908915217208638			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.3908915217208638			
De novo fatty acid biosynthesis	0	1	0.3908915217208638			
Vitamin A (retinol) metabolism	0	0	0.3908915217208638			
Fatty Acid Metabolism	0	3	0.3908915217208638			
Glycosaminoglycan degradation	0	0	0.3908915217208638			
Fatty acid oxidation	0	0	0.3908915217208638			
ROS Detoxification	0	0	0.3908915217208638			
CoA Catabolism	0	3	0.3908915217208638			
Omega-3 fatty acid metabolism	0	0	0.3908915217208638			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.3908915217208638			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.3908915217208638			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.3908915217208638			
Geraniol degradation	0	0	0.3908915217208638			
D4&E4-neuroprostanes formation	0	0	0.3908915217208638			
Vitamin D	0	0	0.3908915217208638			
Dynorphin metabolism	0	0	0.3908915217208638			
Fatty acid oxidation, peroxisome	0	0	0.3908915217208638			
Polyunsaturated fatty acid biosynthesis	0	0	0.3908915217208638			
Keratan sulfate biosynthesis	0	0	0.3908915217208638			
TCA cycle	0	0	0.3908915217208638			
3-Chloroacrylic acid degradation	0	0	0.3908915217208638			
Sphingolipid metabolism	0	0	0.3908915217208638			
O-Glycan biosynthesis	0	0	0.3908915217208638			
Limonene and pinene degradation	0	0	0.3908915217208638			
Proteoglycan biosynthesis	0	0	0.3908915217208638			
Vitamin K metabolism	0	0	0.3908915217208638			
Benzoate degradation via CoA ligation	0	0	0.3908915217208638			
Prostaglandin formation from arachidonate	0	0	0.3908915217208638			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.3908915217208638			
Vitamin B6 (pyridoxine) metabolism	0	2	0.3908915217208638			
Pentose and Glucuronate Interconversions	0	0	0.3908915217208638			
Atrazine degradation	0	0	0.3908915217208638			
Leukotriene metabolism	0	3	0.3908915217208638			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.3908915217208638			
Carbon fixation	0	0	0.3908915217208638			
Nucleotide Sugar Metabolism	0	0	0.3908915217208638			
Ubiquinone Biosynthesis	0	1	0.3908915217208638			
1- and 2-Methylnaphthalene degradation	0	0	0.3908915217208638			
Drug metabolism - other enzymes	0	0	0.3908915217208638			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.3908915217208638			
C21-steroid hormone biosynthesis and metabolism	0	1	0.3908915217208638			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.3908915217208638			
Omega-6 fatty acid metabolism	0	0	0.3908915217208638			
Phytanic acid peroxisomal oxidation	0	0	0.3908915217208638			
Selenoamino acid metabolism	0	2	0.3908915217208638			
