pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Histidine metabolism	6	17	0.24922275439038735	E40,E41,E43,E138,E18,E155	C00217/C00025/C05938,C00217/C00025/C05938,C00217/C00025/C05938,,,	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$$
Linoleate metabolism	2	6	0.2823292160322662	E212,E214	,	$
Hexose phosphorylation	1	3	0.2945970926812873	E170	C00031/C00221/C00247/C02336/C00267/C00738/C00936/C00095/C00962/C01582/C00795/C00137/C00293/C00124/C00984/C00159	D-Glucose/beta-D-Glucose/L-Sorbose; L-xylo-Hexulose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/D-Hexose//D-Fructose/beta-D-Galactose/Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/Glucose/D-Galactose/alpha-D-Galactose/D-Mannose
Valine, leucine and isoleucine degradation	3	10	0.3141752793882867	E43,E40,E41	C00217/C00025/C05938,C00217/C00025/C05938,C00217/C00025/C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Butanoate metabolism	4	14	0.3356020502478783	E43,E40,E165,E41	C00217/C00025/C05938,C00217/C00025/C05938,,C00217/C00025/C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Porphyrin metabolism	1	6	0.37307789261406604	E100		
Lysine metabolism	4	20	0.3814805478531216	E43,E40,E178,E41	C00217/C00025/C05938,C00217/C00025/C05938,,C00217/C00025/C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Urea cycle/amino group metabolism	9	41	0.38584992857743045	E40,E219,E41,E125,E43,E223,E178,E115,E210	C00217/C00025/C05938,,C00217/C00025/C05938,,C00217/C00025/C05938,,,C00073,C00327	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$$L-Methionine$L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
Vitamin D3 (cholecalciferol) metabolism	0	0	0.3869422737585077			
Hyaluronan Metabolism	0	0	0.3869422737585077			
R Group Synthesis	0	0	0.3869422737585077			
C5-Branched dibasic acid metabolism	0	0	0.3869422737585077			
Pyruvate Metabolism	0	0	0.3869422737585077			
Di-unsaturated fatty acid beta-oxidation	0	1	0.3869422737585077			
Vitamin B2 (riboflavin) metabolism	0	0	0.3869422737585077			
Glycerolipid metabolism	0	0	0.3869422737585077			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.3869422737585077			
Vitamin B1 (thiamin) metabolism	0	0	0.3869422737585077			
Vitamin B5 - CoA biosynthesis from pantothenate	0	3	0.3869422737585077			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.3869422737585077			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.3869422737585077			
Parathio degradation	0	0	0.3869422737585077			
Propanoate metabolism	0	0	0.3869422737585077			
Blood Group Biosynthesis	0	0	0.3869422737585077			
Electron transport chain	0	0	0.3869422737585077			
Vitamin H (biotin) metabolism	0	2	0.3869422737585077			
Vitamin E metabolism	0	0	0.3869422737585077			
Androgen and estrogen biosynthesis and metabolism	0	0	0.3869422737585077			
Lipoate metabolism	0	2	0.3869422737585077			
Heparan sulfate biosynthesis	0	0	0.3869422737585077			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.3869422737585077			
De novo fatty acid biosynthesis	0	1	0.3869422737585077			
Vitamin A (retinol) metabolism	0	0	0.3869422737585077			
Fatty Acid Metabolism	0	2	0.3869422737585077			
Glycosaminoglycan degradation	0	0	0.3869422737585077			
Fatty acid oxidation	0	0	0.3869422737585077			
ROS Detoxification	0	0	0.3869422737585077			
CoA Catabolism	0	3	0.3869422737585077			
Omega-3 fatty acid metabolism	0	0	0.3869422737585077			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.3869422737585077			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.3869422737585077			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.3869422737585077			
Geraniol degradation	0	0	0.3869422737585077			
D4&E4-neuroprostanes formation	0	0	0.3869422737585077			
Vitamin D	0	0	0.3869422737585077			
Dynorphin metabolism	0	0	0.3869422737585077			
Fatty acid oxidation, peroxisome	0	0	0.3869422737585077			
Polyunsaturated fatty acid biosynthesis	0	0	0.3869422737585077			
Keratan sulfate biosynthesis	0	0	0.3869422737585077			
TCA cycle	0	0	0.3869422737585077			
3-Chloroacrylic acid degradation	0	0	0.3869422737585077			
Sphingolipid metabolism	0	0	0.3869422737585077			
O-Glycan biosynthesis	0	0	0.3869422737585077			
Limonene and pinene degradation	0	0	0.3869422737585077			
Proteoglycan biosynthesis	0	0	0.3869422737585077			
Vitamin K metabolism	0	0	0.3869422737585077			
Benzoate degradation via CoA ligation	0	0	0.3869422737585077			
Prostaglandin formation from arachidonate	0	0	0.3869422737585077			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.3869422737585077			
Vitamin B6 (pyridoxine) metabolism	0	2	0.3869422737585077			
Pentose and Glucuronate Interconversions	0	0	0.3869422737585077			
Atrazine degradation	0	0	0.3869422737585077			
Leukotriene metabolism	0	3	0.3869422737585077			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.3869422737585077			
Carbon fixation	0	0	0.3869422737585077			
Nucleotide Sugar Metabolism	0	0	0.3869422737585077			
Ubiquinone Biosynthesis	0	1	0.3869422737585077			
1- and 2-Methylnaphthalene degradation	0	0	0.3869422737585077			
Drug metabolism - other enzymes	0	0	0.3869422737585077			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.3869422737585077			
C21-steroid hormone biosynthesis and metabolism	0	1	0.3869422737585077			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.3869422737585077			
Omega-6 fatty acid metabolism	0	0	0.3869422737585077			
Phytanic acid peroxisomal oxidation	0	0	0.3869422737585077			
Selenoamino acid metabolism	0	2	0.3869422737585077			
