EID	massfeature_rows	str_row_ion	compounds	compound_names
E233	row1305	row1305_M+Na[1+]	C01074;C00645;C00140;C01132	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine$N-Acetyl-D-galactosamine
E248	row1161;row1342;row174;row1862;row2019;row394	row1161_M-HCOOH+H[1+];row1342_M-H2O+H[1+];row174_M-CO2+H[1+];row1862_M-H4O2+H[1+];row2019_M-CO+H[1+];row394_M-C3H4O2+H[1+]	C00864	(R)-Pantothenate
E249	row1084;row1348;row2012;row2315	row1084_M-HCOOH+H[1+];row1348_M-H4O2+H[1+];row2012_M-H2O+H[1+];row2315_M-C3H4O2+H[1+]	C00864	(R)-Pantothenate
E250	row1172;row1777;row1877;row1992;row583	row1172_M-CO2+H[1+];row1777_M+H[1+];row1877_M-C3H4O2+H[1+];row1992_M-CO+H[1+];row583_M-CO2+H[1+]	C00864	(R)-Pantothenate
E253	row180	row180_M+H[1+]	C06124	Sphingosine 1-phosphate
E254	row175	row175_M+H[1+]	C06124	Sphingosine 1-phosphate
E256	row1034;row1189;row1746;row181;row2157;row926	row1034_M-H4O2+H[1+];row1189_M-HCOOH+H[1+];row1746_M+H[1+];row181_M-H4O2+H[1+];row2157_M-H2O+H[1+];row926_M-CO+H[1+]	CE2006;CE6506	$
E257	row1034;row1288;row1556;row181;row2157;row901	row1034_M-HCOOH+H[1+];row1288_M+H2O+H[1+];row1556_M+H[1+];row181_M-HCOOH+H[1+];row2157_M-CO+H[1+];row901_M-CO2+H[1+]	C11924	Perillic acid
E259	row2304	row2304_M-H2O+H[1+]	C00106	Uracil
E260	row279	row279_M+H[1+]	C00106	Uracil
E261	row788	row788_M+H[1+]	C00106	Uracil
E262	row183	row183_M+H[1+]	C00106	Uracil
E274	row1045;row1679;row187;row1914;row2271;row2275;row2370;row620;row874	row1045_M+H[1+];row1679_M-H2O+H[1+];row187_M+H[1+];row1914_M-CO+H[1+];row2271_M-CO2+H[1+];row2275_M-HCOOH+H[1+];row2370_M-CO2+H[1+];row620_M-CO+H[1+];row874_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E275	row1301;row1977;row2088;row634;row710;row882	row1301_M-C3H4O2+H[1+];row1977_M+H[1+];row2088_M-CO+H[1+];row634_M-CO+H[1+];row710_M-H2O+H[1+];row882_M-CO+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E278	row1045;row1679;row187;row1914	row1045_M-H2O+H[1+];row1679_M-H4O2+H[1+];row187_M-H2O+H[1+];row1914_M-HCOOH+H[1+]	C00329	D-Glucosamine
E279	row620;row874	row620_M-HCOOH+H[1+];row874_M-H2O+H[1+]	C00329	D-Glucosamine
E280	row1977;row2088;row634;row705;row710;row882	row1977_M-H2O+H[1+];row2088_M-HCOOH+H[1+];row634_M-HCOOH+H[1+];row705_M+H2O+H[1+];row710_M-H4O2+H[1+];row882_M-HCOOH+H[1+]	C00329	D-Glucosamine
E282	row1045;row1315;row1561;row1643;row1679;row187;row497	row1045_M-CO+H[1+];row1315_M-C3H4O2+H[1+];row1561_M-H4O2+H[1+];row1643_M+H[1+];row1679_M-HCOOH+H[1+];row187_M-CO+H[1+];row497_M-CO2+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E284	row1660;row1977;row710;row784	row1660_M+H[1+];row1977_M-CO+H[1+];row710_M-HCOOH+H[1+];row784_M-CO2+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E285	row1011;row189	row1011_M-C3H4O2+H[1+];row189_M+H[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E286	row425	row425_M+H[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E289	row192;row223;row293;row946	row192_M(C13)+H[1+];row223_M+H2O+H[1+];row293_M-H2O+H[1+];row946_M+H[1+]	C01595	linoleic acid (all cis C18:2) n-6
E290	row2038;row2217	row2038_M+H[1+];row2217_M(C13)+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E291	row1337;row203;row484	row1337_M+H[1+];row203_M-NH3+H[1+];row484_M-H2O+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E292	row1417	row1417_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E293	row2377	row2377_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E295	row1195;row205	row1195_M+H[1+];row205_M-NH3+H[1+]	C02727	N6-Acetyl-L-lysine
E297	row2376;row684	row2376_M-NH3+H[1+];row684_M+H[1+]	C02727	N6-Acetyl-L-lysine
E298	row1926	row1926_M+H[1+]	C02727	N6-Acetyl-L-lysine
E300	row211	row211_M+H[1+]	C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid
E301	row1874;row1908;row1974;row2040;row2083;row2175	row1874_M+H[1+];row1908_M-NH3+H[1+];row1974_M-NH3+H[1+];row2040_M+H2O+H[1+];row2083_M+H2O+H[1+];row2175_M-CO+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E302	row1177;row1771;row2049	row1177_M(C13)+H[1+];row1771_M-CO+H[1+];row2049_M+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E304	row1208;row1405;row1408;row1467;row1486;row1894;row2132	row1208_M(C13)+H[1+];row1405_M+H[1+];row1408_M(C13)+H[1+];row1467_M+Na[1+];row1486_M-HCOOH+H[1+];row1894_M-HCOOH+H[1+];row2132_M+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E306	row2146	row2146_M+H[1+]	C03912	1-Pyrroline-5-carboxylate
E307	row1425;row219;row647	row1425_M+H[1+];row219_M+H[1+];row647_M+H2O+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E308	row707	row707_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E309	row1181;row1928	row1181_M+H2O+H[1+];row1928_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E310	row1285;row1715;row2146	row1285_M-H2O+H[1+];row1715_M-CO+H[1+];row2146_M+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E315	row1425;row219;row654;row707	row1425_M+2H[2+];row219_M+2H[2+];row654_M-H2O+H[1+];row707_M+2H[2+]	C00931	Porphobilinogen
E319	row1285;row1715;row2146	row1285_M-H4O2+H[1+];row1715_M-HCOOH+H[1+];row2146_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E320	row1425;row1896;row219;row647	row1425_M-H2O+H[1+];row1896_M(C13)+H[1+];row219_M-H2O+H[1+];row647_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E321	row707	row707_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E323	row1181;row1296;row1470;row1928	row1181_M+H[1+];row1296_M(C13)+H[1+];row1470_M-CO+H[1+];row1928_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E325	row2109;row2207	row2109_M+H[1+];row2207_M+H[1+]	C03824	2-Aminomuconate 6-semialdehyde
E326	row1285;row2007;row2146;row488	row1285_M-HCOOH+H[1+];row2007_M+H[1+];row2146_M-CO+H[1+];row488_M-H2O+H[1+]	C03824	2-Aminomuconate 6-semialdehyde
E330	row1111;row222;row302;row397;row588	row1111_M+2H[2+];row222_M(C13)+H[1+];row302_M+2H[2+];row397_M+H2O+H[1+];row588_M+H[1+]	C00777;C15493	Retinoate$9-cis-Retinoic acid
E336	row224	row224_M-H2O+H[1+]	C00268;C02953;C04244	6,7-Dihydrobiopterin$7,8-Dihydrobiopterin$6-Lactoyl-5,6,7,8-tetrahydropterin
E337	row1475	row1475_M+H[1+]	C00268;C02953;C04244	6,7-Dihydrobiopterin$7,8-Dihydrobiopterin$6-Lactoyl-5,6,7,8-tetrahydropterin
E340	row1475	row1475_M-H2O+H[1+]	C15522;thbpt4acam	Tetrahydrobiopterin-4a-carbinolamine$Tetrahydrobiopterin-4a-carbinolamine
E342	row1774;row1899;row2171;row226;row2317	row1774_M-NH3+H[1+];row1899_M-CO+H[1+];row2171_M+H2O+H[1+];row226_M-C3H4O2+H[1+];row2317_M+H[1+]	C05588	L-Metanephrine
E343	row1414;row1730	row1414_M+H[1+];row1730_M-CO+H[1+]	C05588	L-Metanephrine
E344	row1489;row1577;row226;row334;row668	row1489_M+H2O+H[1+];row1577_M-CO+H[1+];row226_M-CO2+H[1+];row334_M-H2O+H[1+];row668_M-H2O+H[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E345	row1080;row1535;row2187;row357;row750	row1080_M-CO+H[1+];row1535_M+H2O+H[1+];row2187_M-H2O+H[1+];row357_M+H[1+];row750_M-H4O2+H[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E352	row304;row749	row304_M-H2O+H[1+];row749_M-CO2+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E353	row1375;row1806;row2127	row1375_M+H[1+];row1806_M-CO2+H[1+];row2127_M+H2O+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E357	row232	row232_M+H[1+]	C00155	L-Homocysteine
E358	row286	row286_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E359	row237	row237_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E362	row1092;row241	row1092_M+H2O+H[1+];row241_M+H[1+]	C05522;C00380	Cytosine (in DNA)$Cytosine
E369	row247;row388;row680	row247_M-H2O+H[1+];row388_M-H4O2+H[1+];row680_M[1+]	C00550	Sphingomyelin
E370	row1395;row1489;row1577;row334;row668	row1395_M-CO2+H[1+];row1489_M+H[1+];row1577_M-HCOOH+H[1+];row334_M-H4O2+H[1+];row668_M-H4O2+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E371	row1080;row1211;row1535;row1858;row2187;row2305;row357	row1080_M-HCOOH+H[1+];row1211_M-CO2+H[1+];row1535_M+H[1+];row1858_M-CO+H[1+];row2187_M-H4O2+H[1+];row2305_M-C3H4O2+H[1+];row357_M-H2O+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E373	row1319;row1936;row2095	row1319_M-CO+H[1+];row1936_M-CO2+H[1+];row2095_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E376	row255;row615	row255_M(C13)+H[1+];row615_M+H[1+]	C00836	Sphinganine
E377	row1234	row1234_M+H[1+]	C00836	Sphinganine
E379	row2039;row2068;row2225;row256;row598	row2039_M-H2O+H[1+];row2068_M-NH3+H[1+];row2225_M+H[1+];row256_M+K[1+];row598_M+K[1+]	C05543	3-Dehydroxycarnitine
E381	row1989;row2148	row1989_M+H[1+];row2148_M+H[1+]	C05543	3-Dehydroxycarnitine
E382	row1700	row1700_M+H[1+]	C05543	3-Dehydroxycarnitine
E383	row1645;row1724	row1645_M+H[1+];row1724_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine
E395	row1315	row1315_M+H[1+]	C03214;C00441;C03508	2-Amino-3-oxobutanoate; 2-Amino-acetoacetate$L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid
E396	row272	row272_M+H[1+]	C03214;C00441;C03508	2-Amino-3-oxobutanoate; 2-Amino-acetoacetate$L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid
E406	row2345	row2345_M+H[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E407	row1301;row273;row375;row890;row960	row1301_M-CO2+H[1+];row273_M+H[1+];row375_M-HCOOH+H[1+];row890_M-CO+H[1+];row960_M-HCOOH+H[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E408	row898	row898_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E409	row1590	row1590_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E410	row276;row479	row276_M+H[1+];row479_M+Na[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E412	row1415;row278	row1415_M(C13)+H[1+];row278_M+H[1+]	C00153	Nicotinamide
E420	row1111;row1252;row302;row901	row1111_M+H[1+];row1252_M+H2O+H[1+];row302_M+H[1+];row901_M-CO+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E421	row1111;row1252;row302;row901	row1111_M-H2O+H[1+];row1252_M+H[1+];row302_M-H2O+H[1+];row901_M-HCOOH+H[1+]	CE2061	
E422	row1201	row1201_M+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E423	row1444;row1708	row1444_M-H2O+H[1+];row1708_M-H2O+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E424	row1064;row1068;row2001;row306;row356;row591	row1064_M-H2O+H[1+];row1068_M+H[1+];row2001_M-CO2+H[1+];row306_M+H[1+];row356_M-H2O+H[1+];row591_M-H4O2+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E425	row1202;row1247;row1248;row1782;row435;row804	row1202_M-HCOOH+H[1+];row1247_M+H[1+];row1248_M(C13)+H[1+];row1782_M-H2O+H[1+];row435_M-H4O2+H[1+];row804_M-H2O+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E428	row309	row309_M-H2O+H[1+]	C06212	N-Methylserotonin
E429	row309	row309_M+H[1+]	CE2152	
E432	row313	row313_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E435	row314	row314_M+H[1+]	C16358;C16353	1-Methylxanthine$
E438	row1851;row603	row1851_M+Na[1+];row603_M+H[1+]	C00643	5-Hydroxy-L-tryptophan
E439	row332	row332_M+H[1+]	C00643	5-Hydroxy-L-tryptophan
E444	row603	row603_M-H2O+H[1+]	C07501	Felbamate
E445	row332	row332_M-H2O+H[1+]	C07501	Felbamate
E447	row1053;row2062;row334;row668	row1053_M+H[1+];row2062_M-CO2+H[1+];row334_M-CO+H[1+];row668_M-CO+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E448	row2187;row750;row907	row2187_M-CO+H[1+];row750_M-HCOOH+H[1+];row907_M+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E451	row1053;row334;row668	row1053_M-H2O+H[1+];row334_M-HCOOH+H[1+];row668_M-HCOOH+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine
E452	row2187;row907	row2187_M-HCOOH+H[1+];row907_M-H2O+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine
E454	row334;row668	row334_M+H[1+];row668_M+H[1+]	CE5665	leukoaminochrome
E455	row2187;row357;row750	row2187_M+H[1+];row357_M+H2O+H[1+];row750_M-H2O+H[1+]	CE5665	leukoaminochrome
E459	row1365;row334;row668;row756	row1365_M+H[1+];row334_M-NH3+H[1+];row668_M-NH3+H[1+];row756_M-H4O2+H[1+]	C00534	Pyridoxamine
E462	row335	row335_M+H[1+]	lneldccrn;lnlccrn	Linoelaidyl carnitine$Linoleyl carnitine
E463	row1383;row1862	row1383_M+H[1+];row1862_M+H2O+H[1+]	C00079;CE2172	L-Phenylalanine$
E464	row1348;row1943;row760	row1348_M+H2O+H[1+];row1943_M+H[1+];row760_M-H4O2+H[1+]	C00079;CE2172	L-Phenylalanine$
E465	row1897;row338;row373;row453	row1897_M+H[1+];row338_M(C13)+H[1+];row373_M-HCOOH+H[1+];row453_M-NH3+H[1+]	C00079;CE2172	L-Phenylalanine$
E466	row762;row980	row762_M+H[1+];row980_M-H4O2+H[1+]	C00079;CE2172	L-Phenylalanine$
E467	row1665;row1981;row342;row504	row1665_M+Na[1+];row1981_M+H[1+];row342_M-NH3+H[1+];row504_M(C13)+H[1+]	C00062;C00792	L-Arginine$D-Arginine; D-2-Amino-5-guanidinovaleric acid
E469	row1043;row1189;row1483;row1814;row1867;row353;row717;row929	row1043_M-H4O2+H[1+];row1189_M-CO2+H[1+];row1483_M+H2O+H[1+];row1814_M-CO+H[1+];row1867_M-CO+H[1+];row353_M-HCOOH+H[1+];row717_M+H[1+];row929_M-HCOOH+H[1+]	CE2577	
E470	row1033;row1814;row1830;row1867;row353;row361;row929	row1033_M+H[1+];row1814_M-H2O+H[1+];row1830_M+K[1+];row1867_M-H2O+H[1+];row353_M-H4O2+H[1+];row361_M+H2O+H[1+];row929_M-H4O2+H[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E472	row1654;row1784;row2089;row2277;row935	row1654_M+H[1+];row1784_M-H2O+H[1+];row2089_M(C13)+H[1+];row2277_M+Na[1+];row935_M-HCOOH+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E473	row1040;row1064;row1186;row1444;row1459;row1506;row1708;row1728;row1741;row1878;row1954;row1963;row1971;row2041;row2046;row2226;row2248;row2312;row2320;row356;row497;row580;row691	row1040_M+H[1+];row1064_M-C3H4O2+H[1+];row1186_M-CO2+H[1+];row1444_M-C3H4O2+H[1+];row1459_M-HCOOH+H[1+];row1506_M-H4O2+H[1+];row1708_M-C3H4O2+H[1+];row1728_M-CO2+H[1+];row1741_M+Na[1+];row1878_M-HCOOH+H[1+];row1954_M-H4O2+H[1+];row1963_M+H[1+];row1971_M-HCOOH+H[1+];row2041_M(C13)+H[1+];row2046_M-CO+H[1+];row2226_M-H2O+H[1+];row2248_M-H4O2+H[1+];row2312_M-HCOOH+H[1+];row2320_M-CO2+H[1+];row356_M-C3H4O2+H[1+];row497_M-CO+H[1+];row580_M-H4O2+H[1+];row691_M-CO+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E478	row743	row743_M+Na[1+]	C00259;C00309;C00312;C00310;C00121;C00181;C00508	L-Arabinose$D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose$L-Xylulose$D-Xylulose$D-Ribose$D-Xylose$L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose
E479	row1134;row364;row372	row1134_M-H2O+H[1+];row364_M+H2O+H[1+];row372_M+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E481	row1589	row1589_M-H2O+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E482	row2367	row2367_M+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E483	row364	row364_M+Na[1+]	C06178	1-Methylpyrrolinium
E484	row1487	row1487_M+Na[1+]	C06178	1-Methylpyrrolinium
E488	row978	row978_M+Na[1+]	C00379;C00532	Xylitol$L-Arabinitol
E503	row373	row373_M-H2O+H[1+]	C00483;C01183;C02735	Tyramine$N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol
E504	row1978;row375;row890;row960	row1978_M(C13)+H[1+];row375_M-H2O+H[1+];row890_M+H[1+];row960_M-H2O+H[1+]	C00065;C00740	L-Serine$D-Serine
E507	row375;row890;row960	row375_M+H[1+];row890_M+H2O+H[1+];row960_M+H[1+]	C02218	2-Aminoacrylate; Dehydroalanine
E510	row935	row935_M-H2O+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E511	row1971;row691	row1971_M-H2O+H[1+];row691_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E512	row1459;row497	row1459_M-H2O+H[1+];row497_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E513	row1165;row1878;row2370	row1165_M-CO2+H[1+];row1878_M-H2O+H[1+];row2370_M-CO+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E514	row1559;row2046;row2271;row2312	row1559_M-CO2+H[1+];row2046_M+H[1+];row2271_M-CO+H[1+];row2312_M-H2O+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E515	row1202;row378;row784	row1202_M-C3H4O2+H[1+];row378_M-H2O+H[1+];row784_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E516	row2277;row935	row2277_M+HCOONa[1+];row935_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E517	row1741;row1971;row1998;row691	row1741_M+HCOONa[1+];row1971_M+H[1+];row1998_M(C13)+H[1+];row691_M+H2O+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E518	row1459;row497	row1459_M+H[1+];row497_M+H2O+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E519	row1878	row1878_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E520	row2046;row2312	row2046_M+H2O+H[1+];row2312_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E522	row378	row378_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E526	row2275;row524	row2275_M-NH3+H[1+];row524_M-H2O+H[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E528	row2166;row695	row2166_M-H2O+H[1+];row695_M+H[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E529	row1210;row1235;row1265;row1272;row1330	row1210_M(C13)+H[1+];row1235_M+Na[1+];row1265_M+H[1+];row1272_M-NH3+H[1+];row1330_M-H2O+H[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E530	row380	row380_M+H[1+]	C00134	Putrescine
E532	row417;row775	row417_M+H[1+];row775_M+H[1+]	C00134	Putrescine
E534	row473;row653;row811	row473_M+H[1+];row653_M(C13)+H[1+];row811_M(C13)+H[1+]	C00073	L-Methionine
E535	row384;row411;row412;row463;row555	row384_M+H[1+];row411_M-HCOOH+H[1+];row412_M(S34)+H[1+];row463_M-NH3+H[1+];row555_M(C13)+H[1+]	C00073	L-Methionine
E536	row1238;row394;row609;row858	row1238_M-NH3+H[1+];row394_M+H2O+H[1+];row609_M+H[1+];row858_M-CO+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E537	row1728;row2315	row1728_M+H[1+];row2315_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E538	row1165;row1186;row1212;row1486;row1877;row1894	row1165_M-CO+H[1+];row1186_M+H[1+];row1212_M(C13)+H[1+];row1486_M-CO2+H[1+];row1877_M+H2O+H[1+];row1894_M-CO2+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
