EID	massfeature_rows	str_row_ion	compounds	compound_names
E326	row1154;row169;row2101;row364;row783	row1154_M-HCOOH+H[1+];row169_M-HCOOH+H[1+];row2101_M-H4O2+H[1+];row364_M+H2O+H[1+];row783_M+H[1+]	C00329	D-Glucosamine
E332	row1141;row172;row535	row1141_M-NH3+H[1+];row172_M+H2O+H[1+];row535_M+H[1+]	C12448;egme	Ecgonine methyl ester; Methyl ecgonine$ecgonine methyl ester
E335	row1002;row118;row1254;row1477;row1551;row1658;row1929;row1954;row805	row1002_M-NH3+H[1+];row118_M+H[1+];row1254_M-C3H4O2+H[1+];row1477_M+H2O+H[1+];row1551_M-CO2+H[1+];row1658_M-NH3+H[1+];row1929_M-C3H4O2+H[1+];row1954_M-C3H4O2+H[1+];row805_M+H[1+]	pcrn	propionyl-carnitine
E336	row1416;row172;row535	row1416_M-NH3+H[1+];row172_M+H[1+];row535_M-H2O+H[1+]	pcrn	propionyl-carnitine
E337	row1065;row1697;row648	row1065_M(C13)+H[1+];row1697_M+H[1+];row648_M-C3H4O2+H[1+]	pcrn	propionyl-carnitine
E345	row1109;row345	row1109_M-H2O+H[1+];row345_M-H4O2+H[1+]	C00588	Choline phosphate
E350	row1109;row1306;row345;row464	row1109_M-H2O+H[1+];row1306_M[1+];row345_M-H4O2+H[1+];row464_M-C3H4O2+H[1+]	C05594	3-Methoxy-4-hydroxyphenylethyleneglycol
E355	row121;row131	row121_M(C13)+H[1+];row131_M+H[1+]	C03793	N6,N6,N6-Trimethyl-L-lysine
E359	row125	row125_M-H2O+H[1+]	dmhptcrn	2,6 dimethylheptanoyl carnitine
E360	row2193	row2193_M-H2O+H[1+]	dmhptcrn	2,6 dimethylheptanoyl carnitine
E369	row138;row140;row377	row138_M(C13)+H[1+];row140_M+H[1+];row377_M-HCOOH+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E371	row508	row508_M+H[1+]	C00147	Adenine
E374	row1330;row147;row1589;row1616;row1703;row1860;row197;row375;row523;row582;row587;row982	row1330_M-CO2+H[1+];row147_M-HCOOH+H[1+];row1589_M-C3H4O2+H[1+];row1616_M-H2O+H[1+];row1703_M+H[1+];row1860_M-H2O+H[1+];row197_M-C3H4O2+H[1+];row375_M+H[1+];row523_M-HCOOH+H[1+];row582_M+HCOONa[1+];row587_M-H4O2+H[1+];row982_M-H4O2+H[1+]	C08261	
E375	row1507;row1598;row2280;row454	row1507_M-H2O+H[1+];row1598_M-HCOOH+H[1+];row2280_M-H4O2+H[1+];row454_M+HCOONa[1+]	C08261	
E377	row1372	row1372_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E378	row151	row151_M+H[1+]	C03912	1-Pyrroline-5-carboxylate
E379	row2255;row854	row2255_M+H[1+];row854_M+H2O+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E380	row858	row858_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E381	row446;row965	row446_M+H2O+H[1+];row965_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E382	row151;row425	row151_M+H[1+];row425_M-CO+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E385	row1372	row1372_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E386	row151;row425	row151_M-H2O+H[1+];row425_M-HCOOH+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E387	row1048;row2255;row854	row1048_M(C13)+H[1+];row2255_M-H2O+H[1+];row854_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E388	row858	row858_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E390	row446;row452;row965	row446_M+H[1+];row452_M(C13)+H[1+];row965_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E394	row1806	row1806_M-H2O+H[1+]	C03824	2-Aminomuconate 6-semialdehyde
E412	row1039;row1797;row2080	row1039_M-H2O+H[1+];row1797_M(C13)+H[1+];row2080_M+H2O+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E413	row1623;row1631;row1727;row2097;row2216	row1623_M-HCOOH+H[1+];row1631_M-NH3+H[1+];row1727_M-CO+H[1+];row2097_M(C13)+H[1+];row2216_M+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E415	row1747;row1864;row1867	row1747_M-HCOOH+H[1+];row1864_M(C13)+H[1+];row1867_M+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E418	row1148;row162;row544;row732	row1148_M+H[1+];row162_M-H2O+H[1+];row544_M-CO+H[1+];row732_M-HCOOH+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E419	row207	row207_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E420	row1026;row1041;row1900	row1026_M-H2O+H[1+];row1041_M-CO+H[1+];row1900_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E421	row1191;row1793;row814	row1191_M-H2O+H[1+];row1793_M-CO+H[1+];row814_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E423	row651	row651_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E425	row1148;row162;row732	row1148_M+H2O+H[1+];row162_M+H[1+];row732_M-CO+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E427	row1007;row1026;row1900	row1007_M-CO2+H[1+];row1026_M+H[1+];row1900_M+H2O+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E428	row1191;row765;row814	row1191_M+H[1+];row765_M-CO2+H[1+];row814_M+H2O+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E439	row209;row252;row313;row479	row209_M(C13)+H[1+];row252_M+H[1+];row313_M-CO+H[1+];row479_M+Na[1+]	C00791	
E440	row166;row243;row280	row166_M+H[1+];row243_M+Na[1+];row280_M+H2O+H[1+]	C00791	
E451	row168	row168_M+H[1+]	C06114	gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile
E454	row186	row186_M-H2O+H[1+]	C15522;thbpt4acam	Tetrahydrobiopterin-4a-carbinolamine$Tetrahydrobiopterin-4a-carbinolamine
E456	row176	row176_M-H2O+H[1+]	C02291;C00542	L-Cystathionine$Cystathionine
E459	row1803	row1803_M+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E461	row815	row815_M-H2O+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E462	row1009;row1493;row646	row1009_M-H2O+H[1+];row1493_M-CO2+H[1+];row646_M+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E463	row1660;row182;row196;row238;row275	row1660_M-H4O2+H[1+];row182_M-HCOOH+H[1+];row196_M-H2O+H[1+];row238_M+H[1+];row275_M(C13)+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E464	row182	row182_M+H[1+]	C01888;C02229;C05665	Aminoacetone$3-Aminopropanal$beta-Aminopropion aldehyde
E466	row262	row262_M+H[1+]	C00441;C03508;C03214	L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid$2-Amino-3-oxobutanoate; 2-Amino-acetoacetate
E467	row327	row327_M+H[1+]	C00441;C03508;C03214	L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid$2-Amino-3-oxobutanoate; 2-Amino-acetoacetate
E471	row186	row186_M+H[1+]	C00268;C02953;C04244	6,7-Dihydrobiopterin$7,8-Dihydrobiopterin$6-Lactoyl-5,6,7,8-tetrahydropterin
E476	row236;row806	row236_M+H2O+H[1+];row806_M+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E477	row682	row682_M+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E478	row187;row516	row187_M+H2O+H[1+];row516_M+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E479	row236	row236_M+Na[1+]	C06178	1-Methylpyrrolinium
E480	row187	row187_M+Na[1+]	C06178	1-Methylpyrrolinium
E485	row548	row548_M+Na[1+]	C00379;C00532	Xylitol$L-Arabinitol
E486	row1113;row236;row806	row1113_M-H2O+H[1+];row236_M-CO+H[1+];row806_M-HCOOH+H[1+]	C01801	Deoxyribose
E487	row1789;row682	row1789_M-H2O+H[1+];row682_M-HCOOH+H[1+]	C01801	Deoxyribose
E492	row311;row478;row707	row311_M-HCOOH+H[1+];row478_M+H[1+];row707_M+H2O+H[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde
E493	row1708;row190;row409	row1708_M+H[1+];row190_M-HCOOH+H[1+];row409_M-HCOOH+H[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde
E495	row879	row879_M-H2O+H[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E496	row1236;row1250;row1505;row192;row719	row1236_M-CO2+H[1+];row1250_M+Na[1+];row1505_M+Na[1+];row192_M-H2O+H[1+];row719_M+H[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E497	row1299;row1562	row1299_M-CO2+H[1+];row1562_M-H2O+H[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E498	row1172;row2128	row1172_M+Na[1+];row2128_M-H2O+H[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E499	row925	row925_M+Na[1+]	C01074;C00645;C00140;C01132	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine$N-Acetyl-D-galactosamine
E515	row2256	row2256_M+H[1+]	C00073	L-Methionine
E516	row193;row662;row726	row193_M+H[1+];row662_M(C13)+H[1+];row726_M(C13)+H[1+]	C00073	L-Methionine
E517	row382;row418;row484;row505;row519	row382_M-NH3+H[1+];row418_M(S34)+H[1+];row484_M+H[1+];row505_M(C13)+H[1+];row519_M-HCOOH+H[1+]	C00073	L-Methionine
E519	row1704;row194;row1972;row530;row884	row1704_M-H2O+H[1+];row194_M-H2O+H[1+];row1972_M-H4O2+H[1+];row530_M-HCOOH+H[1+];row884_M-C3H4O2+H[1+]	C00864	(R)-Pantothenate
E520	row1621;row1640;row1922;row463	row1621_M-HCOOH+H[1+];row1640_M-C3H4O2+H[1+];row1922_M-H2O+H[1+];row463_M-H4O2+H[1+]	C00864	(R)-Pantothenate
E521	row1838;row1955	row1838_M-H2O+H[1+];row1955_M+H[1+]	C00864	(R)-Pantothenate
E530	row205	row205_M+H[1+]	C00213;C00041;C00099;C00133	Sarcosine; N-Methylglycine$L-Alanine$beta-Alanine$D-Alanine
E531	row1317;row960	row1317_M+H[1+];row960_M(C13)+H[1+]	C00213;C00041;C00099;C00133	Sarcosine; N-Methylglycine$L-Alanine$beta-Alanine$D-Alanine
E535	row1317;row1449	row1317_M-CO2+H[1+];row1449_M+H[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E540	row1725;row346	row1725_M-NH3+H[1+];row346_M+H[1+]	C00534	Pyridoxamine
E541	row213;row795;row838	row213_M+H2O+H[1+];row795_M+H[1+];row838_M-NH3+H[1+]	C00534	Pyridoxamine
E545	row1254;row1929;row1954;row214	row1254_M+H[1+];row1929_M+H[1+];row1954_M+H[1+];row214_M-NH3+H[1+]	C05543	3-Dehydroxycarnitine
E547	row648	row648_M+H[1+]	C05543	3-Dehydroxycarnitine
E548	row1057;row1948	row1057_M(C13)+H[1+];row1948_M+H[1+]	C05543	3-Dehydroxycarnitine
E568	row1051;row1098	row1051_M-H4O2+H[1+];row1098_M-H2O+H[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E575	row1926	row1926_M-H2O+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E580	row246	row246_M+H[1+]	C00178;C02835	Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate
E581	row1745	row1745_M+H[1+]	C00178;C02835	Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate
E583	row1298;row602	row1298_M+H[1+];row602_M+H2O+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E584	row254;row378;row670	row254_M+H2O+H[1+];row378_M+H2O+H[1+];row670_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E585	row1131;row1188	row1131_M+H2O+H[1+];row1188_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E589	row336;row464;row884	row336_M+H[1+];row464_M-NH3+H[1+];row884_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E590	row1623;row1640;row1642;row720;row736	row1623_M-CO2+H[1+];row1640_M+H2O+H[1+];row1642_M+H[1+];row720_M-NH3+H[1+];row736_M-H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E591	row1001;row1007;row1489;row1500;row1747	row1001_M+H2O+H[1+];row1007_M-HCOOH+H[1+];row1489_M(C13)+H[1+];row1500_M+H[1+];row1747_M-CO2+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E592	row265;row559;row588;row765	row265_M+H2O+H[1+];row559_M(C13)+H[1+];row588_M+H[1+];row765_M-HCOOH+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E594	row347	row347_M+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E595	row1919;row1937;row935	row1919_M+H[1+];row1937_M(C13)+H[1+];row935_M-HCOOH+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E598	row1896;row902	row1896_M(C13)+H[1+];row902_M+H[1+]	C00153	Nicotinamide
E599	row277;row387	row277_M+H[1+];row387_M+H2O+H[1+]	C00153	Nicotinamide
E600	row1806;row893;row902	row1806_M-NH3+H[1+];row893_M-CO+H[1+];row902_M-H2O+H[1+]	C05828	3-Methylimidazoleacetic acid
E601	row277;row387	row277_M-H2O+H[1+];row387_M+H[1+]	C05828	3-Methylimidazoleacetic acid
E604	row1389;row1972;row2230;row290;row882	row1389_M-HCOOH+H[1+];row1972_M-CO+H[1+];row2230_M+H2O+H[1+];row290_M-NH3+H[1+];row882_M-H2O+H[1+]	CE2176	3-O-methyldopa
E605	row1840;row2257;row385;row463;row478;row707	row1840_M-CO2+H[1+];row2257_M+H2O+H[1+];row385_M-HCOOH+H[1+];row463_M-CO+H[1+];row478_M-H4O2+H[1+];row707_M-H2O+H[1+]	CE2176	3-O-methyldopa
E607	row464;row515	row464_M-H2O+H[1+];row515_M-CO2+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E609	row720	row720_M-H2O+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E611	row1222;row515	row1222_M-H2O+H[1+];row515_M-HCOOH+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E613	row1631;row2289;row871	row1631_M-H2O+H[1+];row2289_M+H2O+H[1+];row871_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E614	row1666	row1666_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E616	row417	row417_M+H[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E624	row309;row328;row492	row309_M+H[1+];row328_M-CO+H[1+];row492_M+H2O+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E625	row2092;row2205;row929	row2092_M+H2O+H[1+];row2205_M-CO+H[1+];row929_M+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E626	row305;row531	row305_M+H[1+];row531_M-CO+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E627	row620;row918	row620_M-CO+H[1+];row918_M+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E628	row309;row328;row492	row309_M-H2O+H[1+];row328_M-HCOOH+H[1+];row492_M+H[1+]	CE2061	
E629	row2092;row2205;row929	row2092_M+H[1+];row2205_M-HCOOH+H[1+];row929_M-H2O+H[1+]	CE2061	
E630	row305;row531	row305_M-H2O+H[1+];row531_M-HCOOH+H[1+]	CE2061	
E631	row620;row918	row620_M-HCOOH+H[1+];row918_M-H2O+H[1+]	CE2061	
E633	row310;row324;row354;row365	row310_M+H[1+];row324_M(C13)+H[1+];row354_M+K[1+];row365_M+Na[1+]	C00262	Hypoxanthine
E639	row2234;row527	row2234_M+H[1+];row527_M+H2O+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E642	row1379;row1459	row1379_M+H[1+];row1459_M-CO+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E645	row1601;row1945	row1601_M+H[1+];row1945_M-H2O+H[1+]	C02642;C00152	N-Carbamoyl-beta-alanine$L-Asparagine
E646	row1367;row319;row361;row827	row1367_M+H[1+];row319_M-H2O+H[1+];row361_M+Na[1+];row827_M+H[1+]	C02642;C00152	N-Carbamoyl-beta-alanine$L-Asparagine
E649	row2066	row2066_M-H2O+H[1+]	C02512;C00429	Beta cyanoalanine$5,6-dihydrouracil
E650	row1601;row1945	row1601_M+H2O+H[1+];row1945_M+H[1+]	C02512;C00429	Beta cyanoalanine$5,6-dihydrouracil
E651	row1367;row319;row827	row1367_M+H2O+H[1+];row319_M+H[1+];row827_M+H2O+H[1+]	C02512;C00429	Beta cyanoalanine$5,6-dihydrouracil
E653	row1262;row1330;row2200;row2301;row329;row491;row788;row853	row1262_M-H2O+H[1+];row1330_M-CO+H[1+];row2200_M+H[1+];row2301_M-CO2+H[1+];row329_M-H2O+H[1+];row491_M+H[1+];row788_M-C3H4O2+H[1+];row853_M+H2O+H[1+]	CE2576	
E654	row442	row442_M-H2O+H[1+]	CE2576	
E656	row1262;row2200;row329;row491	row1262_M+H[1+];row2200_M+H2O+H[1+];row329_M+H[1+];row491_M+H2O+H[1+]	CE2577	
E657	row442	row442_M+H[1+]	CE2577	
E660	row1109;row345	row1109_M+H[1+];row345_M-H2O+H[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde
E661	row1018;row2181	row1018_M-H4O2+H[1+];row2181_M-H2O+H[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde
E669	row1577;row1617;row2284;row353;row585	row1577_M-CO+H[1+];row1617_M+Na[1+];row2284_M+H[1+];row353_M(C13)+H[1+];row585_M+H[1+]	C04148;C05642	alpha-N-Phenylacetyl-L-glutamine$Formyl-N-acetyl-5-methoxykynurenamine
E670	row699;row703;row848;row964	row699_M+H[1+];row703_M(C13)+H[1+];row848_M+Na[1+];row964_M-CO+H[1+]	C04148;C05642	alpha-N-Phenylacetyl-L-glutamine$Formyl-N-acetyl-5-methoxykynurenamine
E677	row1628	row1628_M+H[1+]	C05545	Histone N6,N6-dimethyl-L-lysine
E678	row358	row358_M+H[1+]	C06144	3-Butynoate
E680	row358	row358_M-H2O+H[1+]	C00232;C06002;C00349;C00109;C00164	Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate$(S)-Methylmalonate semialdehyde$2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde$2-Oxobutanoate$Acetoacetate
E683	row367	row367_M+H[1+]	C00108	Anthranilate
E684	row2069	row2069_M+H[1+]	C00108	Anthranilate
E685	row1459;row1513	row1459_M+H[1+];row1513_M(C13)+H[1+]	C00108	Anthranilate
E686	row2234;row527	row2234_M-H2O+H[1+];row527_M+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E689	row1379;row1459	row1379_M-H2O+H[1+];row1459_M-HCOOH+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E691	row1185;row1389;row882	row1185_M-NH3+H[1+];row1389_M-CO+H[1+];row882_M+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E692	row385;row478;row707	row385_M-CO+H[1+];row478_M-H2O+H[1+];row707_M+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E693	row1708;row2282	row1708_M-H2O+H[1+];row2282_M-CO+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E697	row389;row487	row389_M+H[1+];row487_M(C13)+H[1+]	C03626	Nomega,Nomega'-Dimethyl-L-arginine; NG,NG-Dimethyl-L-arginine
E698	row1725;row524	row1725_M-H2O+H[1+];row524_M+H2O+H[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E699	row2116;row838	row2116_M+H2O+H[1+];row838_M-H2O+H[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E702	row1725	row1725_M+H[1+]	CE5665	leukoaminochrome
E703	row838	row838_M+H[1+]	CE5665	leukoaminochrome
E704	row402	row402_M-H2O+H[1+]	CE5665	leukoaminochrome
E714	row438	row438_M+Na[1+]	C00299	Uridine
E715	row854	row854_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E716	row446	row446_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E718	row1614;row450	row1614_M+H[1+];row450_M+H[1+]	C01124;C05469;C00735;C05473	18-Hydroxycorticosterone$17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione; 5beta-Pregnane-17alpha,21-diol-3,11,20-trione; 4,5beta-Dihydrocortisone$Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M$11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al
E724	row464	row464_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E725	row720	row720_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
