EID	massfeature_rows	str_row_ion	compounds	compound_names
E407	row340	row340_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E408	row4016	row4016_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E415	row357;row386	row357_M-H2O+H[1+];row386_M-H4O2+H[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E416	row4020	row4020_M-H2O+H[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E417	row3416	row3416_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E420	row357;row386;row754	row357_M+H[1+];row386_M-H2O+H[1+];row754_M-H4O2+H[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E421	row1552	row1552_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E422	row2025;row2782;row4020	row2025_M-H4O2+H[1+];row2782_M+Na[1+];row4020_M+H[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E424	row1077;row873	row1077_M+Na[1+];row873_M+H[1+]	C03626	Nomega,Nomega'-Dimethyl-L-arginine; NG,NG-Dimethyl-L-arginine
E432	row812	row812_M-H2O+H[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E433	row1641;row2369;row2481;row2586;row4033	row1641_M+H[1+];row2369_M+Na[1+];row2481_M(C13)+H[1+];row2586_M-H2O+H[1+];row4033_M-NH3+H[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E443	row1133;row1175;row392;row613	row1133_M+K[1+];row1175_M-H4O2+H[1+];row392_M-H2O+H[1+];row613_M+H2O+H[1+]	C06424	tetradecanoate (n-C14:0)
E453	row411	row411_M+H[1+]	C00082;CE2174	L-Tyrosine$
E455	row3471;row3810;row3860;row3969;row3997	row3471_M+Na[1+];row3810_M-HCOOH+H[1+];row3860_M(C13)+H[1+];row3969_M-NH3+H[1+];row3997_M+H[1+]	C00082;CE2174	L-Tyrosine$
E461	row1472;row2380;row2663;row2878;row3717;row4081	row1472_M-H2O+H[1+];row2380_M-HCOOH+H[1+];row2663_M+2H[2+];row2878_M-H2O+H[1+];row3717_M-C3H4O2+H[1+];row4081_M+2H[2+]	C05577;C00544;C01161	3,4-Dihydroxymandelaldehyde$Homogentisate$3,4-Dihydroxyphenylacetate; 3,4-Dihydroxyphenylacetic acid; 3,4-Dihydroxyphenyl acetate; 3,4-Dihydroxyphenyl acetic acid; Homoprotocatechuate
E468	row3802	row3802_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E470	row420	row420_M-H2O+H[1+]	C05984;C01089;C03197;C06001;C00989	2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid
E472	row991	row991_M-H2O+H[1+]	C05984;C01089;C03197;C06001;C00989	2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid
E477	row1086;row420;row743	row1086_M-H2O+H[1+];row420_M+3H[3+];row743_M-H4O2+H[1+]	C00670	sn-Glycero-3-phosphocholine
E479	row884	row884_M+H[1+]	C14860	
E480	row2318	row2318_M+H[1+]	C14860	
E483	row442;row866	row442_M-HCOOH+H[1+];row866_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E484	row2224;row3031;row3441;row3896;row4051	row2224_M+Na[1+];row3031_M(C13)+H[1+];row3441_M+H[1+];row3896_M-CO2+H[1+];row4051_M-HCOOH+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E487	row1372;row2352;row2488;row2711;row3313;row3752;row615	row1372_M+H2O+H[1+];row2352_M+H[1+];row2488_M+Na[1+];row2711_M(C13)+H[1+];row3313_M-HCOOH+H[1+];row3752_M-CO+H[1+];row615_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E488	row3437;row446;row936	row3437_M+H[1+];row446_M+H[1+];row936_M+H[1+]	C00213;C00041;C00099;C00133	Sarcosine; N-Methylglycine$L-Alanine$beta-Alanine$D-Alanine
E489	row1156;row2370	row1156_M(C13)+H[1+];row2370_M+H[1+]	C00213;C00041;C00099;C00133	Sarcosine; N-Methylglycine$L-Alanine$beta-Alanine$D-Alanine
E494	row3148	row3148_M+H[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E495	row2370;row2720;row4008	row2370_M-CO2+H[1+];row2720_M+H[1+];row4008_M-CO+H[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E498	row1564;row454	row1564_M+Na[1+];row454_M-H2O+H[1+]	C00208;C00252;C00243;C01083;C00089;C01235;C05400;C05402	Maltose$Isomaltose; Brachiose$Lactose$Trehalose$Sucrose$1-alpha-D-Galactosyl-myo-inositol; 1-O-alpha-D-Galactosyl-D-myo-inositol; Galactinol$Epimelibiose$Melibiose
E509	row3793	row3793_M-H2O+H[1+]	C00756	1-Octanol
E510	row2781;row475	row2781_M-H2O+H[1+];row475_M-H2O+H[1+]	C00756	1-Octanol
E512	row1230;row2338;row2379;row2887;row482	row1230_M+2H[2+];row2338_M(C13)+H[1+];row2379_M+H[1+];row2887_M+Na[1+];row482_M+H[1+]	C00062;C00792	L-Arginine$D-Arginine; D-2-Amino-5-guanidinovaleric acid
E515	row1368;row1536;row2007;row3310;row3441	row1368_M+H[1+];row1536_M-H2O+H[1+];row2007_M-H2O+H[1+];row3310_M+Na[1+];row3441_M-NH3+H[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid
E516	row2126;row2183;row2312;row2352;row3341;row3423;row615;row684	row2126_M(C13)+H[1+];row2183_M+H[1+];row2312_M+Na[1+];row2352_M-NH3+H[1+];row3341_M-H2O+H[1+];row3423_M+K[1+];row615_M-NH3+H[1+];row684_M-H2O+H[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid
E518	row1368;row1536;row2007	row1368_M+H2O+H[1+];row1536_M+H[1+];row2007_M+H[1+]	C00906	5,6-Dihydrothymine
E519	row2183;row2221;row3341;row684;row857	row2183_M+H2O+H[1+];row2221_M+Na[1+];row3341_M+H[1+];row684_M+H[1+];row857_M+Na[1+]	C00906	5,6-Dihydrothymine
E522	row2096;row2519;row3082;row3741;row524	row2096_M+H2O+H[1+];row2519_M-NH3+H[1+];row3082_M+H2O+H[1+];row3741_M+H[1+];row524_M+H[1+]	C00329	D-Glucosamine
E524	row3403	row3403_M+H[1+]	C03793	N6,N6,N6-Trimethyl-L-lysine
E525	row1322;row528	row1322_M-H2O+H[1+];row528_M-H2O+H[1+]	C03793	N6,N6,N6-Trimethyl-L-lysine
E537	row2614;row554	row2614_M-CO+H[1+];row554_M+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E542	row2614;row554	row2614_M-HCOOH+H[1+];row554_M-H2O+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine
E549	row866	row866_M-H2O+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E550	row1659;row2366;row3441;row704	row1659_M-CO+H[1+];row2366_M-C3H4O2+H[1+];row3441_M-H2O+H[1+];row704_M-CO2+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E551	row1798	row1798_M+H[1+]	C00217;C00025;C05938;C00302	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde$DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E554	row1325;row1372;row2352;row2732;row3752;row3954;row4067;row615	row1325_M(C13)+H[1+];row1372_M+H[1+];row2352_M-H2O+H[1+];row2732_M-CO+H[1+];row3752_M-HCOOH+H[1+];row3954_M+Na[1+];row4067_M-C3H4O2+H[1+];row615_M-H2O+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E564	row866	row866_M+H[1+]	C02238	5-Oxo-L-proline
E565	row2224;row3441	row2224_M+Na[1+];row3441_M+H[1+]	C02238	5-Oxo-L-proline
E566	row1372;row2352;row2488;row615	row1372_M+H2O+H[1+];row2352_M+H[1+];row2488_M+Na[1+];row615_M+H[1+]	C02238	5-Oxo-L-proline
E579	row2430	row2430_M+H[1+]	C00661;C00111;C00118	DL-Glyceraldehyde 3-phosphate$Dihydroxyacetone phosphate$Glyceraldehyde 3-phosphate
E580	row1702	row1702_M+H[1+]	C00661;C00111;C00118	DL-Glyceraldehyde 3-phosphate$Dihydroxyacetone phosphate$Glyceraldehyde 3-phosphate
E583	row2889;row3781;row633	row2889_M-HCOOH+H[1+];row3781_M-C3H4O2+H[1+];row633_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E586	row2866;row3828;row3841	row2866_M+H[1+];row3828_M-CO+H[1+];row3841_M-HCOOH+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E601	row2556	row2556_M+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E602	row3114;row3294	row3114_M-H2O+H[1+];row3294_M+H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E604	row1953	row1953_M-H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E605	row1487;row635	row1487_M+H[1+];row635_M-H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E608	row1620;row2916;row3114	row1620_M+HCOOK[1+];row2916_M+HCOONa[1+];row3114_M+H[1+]	CE1944	1-pyrroline
E609	row1953;row2672	row1953_M+H[1+];row2672_M+HCOONa[1+]	CE1944	1-pyrroline
E610	row1487;row635	row1487_M+H2O+H[1+];row635_M+H[1+]	CE1944	1-pyrroline
E613	row2166;row692	row2166_M-CO+H[1+];row692_M+H[1+]	C03087	5-Acetamidopentanoate
E622	row853	row853_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E623	row2368;row3238;row3627;row985	row2368_M-H2O+H[1+];row3238_M+H[1+];row3627_M(C13)+H[1+];row985_M+Na[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E624	row664	row664_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E625	row1456	row1456_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E626	row2631;row853	row2631_M+Na[1+];row853_M+H2O+H[1+]	C00791	
E627	row1177;row2368;row3238;row821	row1177_M(C13)+H[1+];row2368_M+H[1+];row3238_M+H2O+H[1+];row821_M+Na[1+]	C00791	
E629	row4015	row4015_M+Na[1+]	C00791	
E630	row1456	row1456_M+H[1+]	C00791	
E636	row2938	row2938_M+H[1+]	C01035	4-Guanidinobutanoate
E637	row1155	row1155_M+H[1+]	C01035	4-Guanidinobutanoate
E638	row1949;row3341;row684	row1949_M-H2O+H[1+];row3341_M-NH3+H[1+];row684_M-NH3+H[1+]	C01035	4-Guanidinobutanoate
E641	row1838	row1838_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E642	row964	row964_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E643	row1809	row1809_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E644	row3023;row3341;row684	row3023_M-H2O+H[1+];row3341_M-CO+H[1+];row684_M-CO+H[1+]	C03680	4-Imidazolone-5-propanoate
E647	row3607	row3607_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E649	row1685	row1685_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E650	row3050	row3050_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E651	row2047	row2047_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E652	row3750	row3750_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E653	row792	row792_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E654	row2199	row2199_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E656	row2406;row3896;row704	row2406_M+H[1+];row3896_M-HCOOH+H[1+];row704_M-CO+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E659	row3032	row3032_M+H[1+]	C01165;C01157;C00430;C03440;C01110;C03341	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E661	row710;row840	row710_M-H2O+H[1+];row840_M-H2O+H[1+]	C00695	Cholate
E662	row2974	row2974_M-H2O+H[1+]	C00695	Cholate
E664	row3109	row3109_M+H[1+]	C01712	(9E)-Octadecenoic acid; 9-Octadecenoic acid, (E)-; (E)-Oleic acid; D9-trans-Octadecenoic acid; 9-trans-Octadecenoic acid; trans-D9-Octadecenoic acid; trans-9-Octadecenoic acid; trans-Elaidic acid; trans-Oleic acid; Elaidic acid; Acide elaidique; Elaidinsaure
E665	row2797;row3109	row2797_M-H2O+H[1+];row3109_M-NH3+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E666	row1489;row2113;row3973;row718	row1489_M-H2O+H[1+];row2113_M-NH3+H[1+];row3973_M-H2O+H[1+];row718_M-NH3+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E670	row1143;row1729;row3685	row1143_M+H2O+H[1+];row1729_M+H[1+];row3685_M+H[1+]	C05842;C05843	N1-Methyl-2-pyridone-5-carboxamide; N'-Methyl-2-pyridone-5-carboxamide; 1-Methyl-5-carboxylamide-2-pyridone$N1-Methyl-4-pyridone-5-carboxamide; N'-Methyl-4-pyridone-5-carboxamide; 1-Methyl-4-pyridone-3-carboximide
E675	row737	row737_M-H2O+H[1+]	C04805;C04742;C14749;C14748;C14778;C14770;C14771;C14769;C14768;CE5016	5-Hydroxyeicosatetraenoate$(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE$19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid$20-Hydroxyeicosatetraenoic acid$16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid$11,12-EET$14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid$8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid$5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$13,14-dihydroxy-retinol
E699	row1958;row2327;row2329;row2399;row3442;row3654	row1958_M-CO2+H[1+];row2327_M+H[1+];row2329_M(C13)+H[1+];row2399_M-HCOOH+H[1+];row3442_M+Na[1+];row3654_M-NH3+H[1+]	C00079;CE2172	L-Phenylalanine$
E700	row3025;row802	row3025_M+H[1+];row802_M+H[1+]	C00079;CE2172	L-Phenylalanine$
E719	row3479	row3479_M+H[1+]	C11149	
E720	row885	row885_M+H[1+]	C11149	
E721	row3167	row3167_M+Na[1+]	C11149	
E722	row3641	row3641_M+H[1+]	C11149	
E723	row2577	row2577_M+H[1+]	C00299	Uridine
E724	row1285;row890	row1285_M+Na[1+];row890_M+H[1+]	C00299	Uridine
E740	row2172;row2665;row922	row2172_M(C13)+H[1+];row2665_M+H[1+];row922_M+Na[1+]	C00366	Urate
E744	row3295	row3295_M+H[1+]	C11509	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde
E745	row924	row924_M+H[1+]	C11509	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde
E746	row3956	row3956_M+H[1+]	C11509	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde
E747	row3295	row3295_M-H2O+H[1+]	CE5022;CE5835;CE5842	$$13'-hydroxy-alpha-tocopherol
E748	row924	row924_M-H2O+H[1+]	CE5022;CE5835;CE5842	$$13'-hydroxy-alpha-tocopherol
E749	row3956	row3956_M-H2O+H[1+]	CE5022;CE5835;CE5842	$$13'-hydroxy-alpha-tocopherol
E757	row3839;row944	row3839_M-H2O+H[1+];row944_M-NH3+H[1+]	C00836	Sphinganine
E758	row1645;row1684;row3521	row1645_M-H2O+H[1+];row1684_M-NH3+H[1+];row3521_M-NH3+H[1+]	C00836	Sphinganine
E763	row3889	row3889_M+H[1+]	C04309	Phosphoenol-4-deoxy-3-tetrulosonate
E764	row947	row947_M+H[1+]	C04309	Phosphoenol-4-deoxy-3-tetrulosonate
E765	row1838	row1838_M+H[1+]	C00785	Urocanate
E766	row964	row964_M+H[1+]	C00785	Urocanate
E767	row1809	row1809_M+H[1+]	C00785	Urocanate
E768	row3023	row3023_M+H[1+]	C00785	Urocanate
E774	row1551;row1738;row2062;row2297;row2364	row1551_M-CO2+H[1+];row1738_M(C13)+H[1+];row2062_M-HCOOH+H[1+];row2297_M+H[1+];row2364_M+Na[1+]	C00135	L-Histidine
E777	row1678;row971	row1678_M+H[1+];row971_M+Na[1+]	C04148;C05642	alpha-N-Phenylacetyl-L-glutamine$Formyl-N-acetyl-5-methoxykynurenamine
E778	row2088;row3138	row2088_M+H[1+];row3138_M+Na[1+]	C04148;C05642	alpha-N-Phenylacetyl-L-glutamine$Formyl-N-acetyl-5-methoxykynurenamine
E779	row1006	row1006_M+H[1+]	C01921	glycocholate
E780	row3609	row3609_M+H[1+]	C02714	N-Acetylputrescine
E781	row3481	row3481_M+H[1+]	C02714	N-Acetylputrescine
E782	row2086;row2606	row2086_M-NH3+H[1+];row2606_M+H[1+]	C02714	N-Acetylputrescine
E785	row2128	row2128_M+H[1+]	C03640	sphingosylphosphorylcholine 
E786	row3843	row3843_M+H[1+]	C03640	sphingosylphosphorylcholine 
E787	row2958	row2958_M+H[1+]	C03640	sphingosylphosphorylcholine 
E788	row1025	row1025_M+H[1+]	C03640	sphingosylphosphorylcholine 
E789	row3220	row3220_M+H[1+]	C03640	sphingosylphosphorylcholine 
E800	row1053	row1053_M+Na[1+]	CE1554	N-acetyl-L-alanine
E804	row3056;row3683	row3056_M+Na[1+];row3683_M+H[1+]	C12455	5-Aminopentanal
E805	row1056;row1467	row1056_M+H[1+];row1467_M-H2O+H[1+]	C12455	5-Aminopentanal
E807	row1057;row3574	row1057_M+H[1+];row3574_M-CO2+H[1+]	C03740	5-L-Glutamyl-L-alanine
E813	row1062	row1062_M+H[1+]	C02990	L-Palmitoylcarnitine
E817	row1078;row1600	row1078_M+H[1+];row1600_M+H2O+H[1+]	C06205	1,2-Dihydronaphthalene-1,2-diol
E818	row1125	row1125_M+H[1+]	C04230	Lysophosphatidylcholine
E823	row1136;row3576	row1136_M+H2O+H[1+];row3576_M+H[1+]	C06426;C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid$(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
E829	row2297;row2695	row2297_M-H2O+H[1+];row2695_M-CO2+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E836	row2285;row3574	row2285_M+Na[1+];row3574_M+H[1+]	C00437	N2-Acetyl-L-ornithine
E838	row1188;row3481	row1188_M+H[1+];row3481_M-CO2+H[1+]	C00437	N2-Acetyl-L-ornithine
E850	row2292	row2292_M+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E853	row2296	row2296_M+H[1+]	C02642;C00152	N-Carbamoyl-beta-alanine$L-Asparagine
E854	row1484	row1484_M+H[1+]	C02642;C00152	N-Carbamoyl-beta-alanine$L-Asparagine
E859	row1318;row3735	row1318_M+Na[1+];row3735_M+H[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
E864	row1356	row1356_M+H[1+]	C06608	Diethylphosphoric acid; O,O-Diethylphosphoric acid
E867	row1372;row3954	row1372_M+H[1+];row3954_M+Na[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E874	row1462;row2422	row1462_M-HCOOH+H[1+];row2422_M+Na[1+]	C11174;C11526	1-Diphosinositol pentakisphosphate; D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate); Diphospho-myo-inositol pentakisphosphate$5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate
E890	row3781	row3781_M+H[1+]	C01888;C02229;C05665	Aminoacetone$3-Aminopropanal$beta-Aminopropion aldehyde
E891	row1502;row2759	row1502_M+H[1+];row2759_M+HCOONa[1+]	C01888;C02229;C05665	Aminoacetone$3-Aminopropanal$beta-Aminopropion aldehyde
E892	row2253	row2253_M+H[1+]	C01888;C02229;C05665	Aminoacetone$3-Aminopropanal$beta-Aminopropion aldehyde
E895	row2427;row3509	row2427_M-H4O2+H[1+];row3509_M+Na[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E896	row1505;row2519;row3208;row3499	row1505_M+K[1+];row2519_M-H2O+H[1+];row3208_M+Na[1+];row3499_M-H4O2+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E897	row2235;row3116	row2235_M+Na[1+];row3116_M+Na[1+]	C00031;C00221;C00247;C02336;C00267;C00738;C00936;C00095;C00962;C01582;C00795;C00137;C00293;C00124;C00984;C00159	D-Glucose$beta-D-Glucose$L-Sorbose; L-xylo-Hexulose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$D-Hexose$$D-Fructose$beta-D-Galactose$Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$Glucose$D-Galactose$alpha-D-Galactose$D-Mannose
E898	row3509	row3509_M+Na[1+]	C00247;C00738;C00936;C00095;C01582;C00293;C00124	L-Sorbose; L-xylo-Hexulose$D-Hexose$$D-Fructose$Galactose$Glucose$D-Galactose
E899	row1505;row3208	row1505_M+K[1+];row3208_M+Na[1+]	C00247;C00738;C00936;C00095;C01582;C00293;C00124	L-Sorbose; L-xylo-Hexulose$D-Hexose$$D-Fructose$Galactose$Glucose$D-Galactose
E902	row2243	row2243_M-H2O+H[1+]	CE2949	
E903	row2451	row2451_M-H2O+H[1+]	CE2949	
E904	row1546	row1546_M-H2O+H[1+]	CE2949	
E907	row1717	row1717_M+H[1+]	C00388	Histamine
E908	row1551;row2695	row1551_M+H[1+];row2695_M+H2O+H[1+]	C00388	Histamine
E911	row1564	row1564_M+Na[1+]	C06373;C00897;C00185	beta-D-Gal-(1->4)-D-Glc$alpha-Maltose; alpha-Malt sugar$Cellobiose
E913	row1581	row1581_M+H[1+]	C05827	3-Methylimidazole acetaldehyde
E914	row2564;row3588	row2564_M+H[1+];row3588_M+H2O+H[1+]	C05827	3-Methylimidazole acetaldehyde
E915	row2674	row2674_M+H[1+]	C05827	3-Methylimidazole acetaldehyde
E916	row1586	row1586_M+Na[1+]	c226crn	cervonyl carnitine
E917	row2068	row2068_M+Na[1+]	c226crn	cervonyl carnitine
E920	row1641;row2369	row1641_M+H[1+];row2369_M+Na[1+]	C03943	(2R,4S)-2,4-Diaminopentanoate; D-threo-2,4-Diaminopentanoate; 2,4-Diaminopentanoate
E923	row2614	row2614_M-H2O+H[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E924	row1669	row1669_M-H2O+H[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E930	row2671;row2792;row2883;row2896;row3122;row3235	row2671_M+Na[1+];row2792_M+H[1+];row2883_M(C13)+H[1+];row2896_M-NH3+H[1+];row3122_M+H2O+H[1+];row3235_M+K[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E932	row1671	row1671_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E933	row2896	row2896_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
