pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Urea cycle/amino group metabolism	8	23	0.2703974455928073	E103,E84,E99,E124,E109,E149,E146,E48	C00073,C00213/C00041/C00099/C00133,,,C00037,,,C00026	L-Methionine$Sarcosine; N-Methylglycine/L-Alanine/beta-Alanine/D-Alanine$$$Glycine$$$2-Oxoglutarate
Arginine and Proline Metabolism	6	18	0.30451222586337284	E96,E103,E34,E10,E146,E48	,C00073,C00022/C00222,C00064/C05100/C00819,,C00026	$L-Methionine$Pyruvate/3-Oxopropanoate; Malonate semialdehyde$L-Glutamine/3-Ureidoisobutyrate/D-Glutamine; D-2-Aminoglutaramic acid$$2-Oxoglutarate
Hexose phosphorylation	3	9	0.3077052348542139	E19,E136,E22	C00031/C00221/C00247/C02336/C00267/C00738/C00936/C00095/C00962/C01582/C00795/C00137/C00293/C00124/C00984/C00159,,C00031/C00221/C00247/C02336/C00267/C00738/C00936/C00095/C00962/C01582/C00795/C00137/C00293/C00124/C00984/C00159	D-Glucose/beta-D-Glucose/L-Sorbose; L-xylo-Hexulose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/D-Hexose//D-Fructose/beta-D-Galactose/Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/Glucose/D-Galactose/alpha-D-Galactose/D-Mannose$$D-Glucose/beta-D-Glucose/L-Sorbose; L-xylo-Hexulose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/D-Hexose//D-Fructose/beta-D-Galactose/Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/Glucose/D-Galactose/alpha-D-Galactose/D-Mannose
Nitrogen metabolism	2	6	0.3152676245693639	E10,E129	C00064/C05100/C00819,C02642/C00152	L-Glutamine/3-Ureidoisobutyrate/D-Glutamine; D-2-Aminoglutaramic acid$N-Carbamoyl-beta-alanine/L-Asparagine
Squalene and cholesterol biosynthesis	1	3	0.3356860768002689	E16		
Fatty acid oxidation, peroxisome	1	3	0.3356860768002689	E48	C00026	2-Oxoglutarate
Phytanic acid peroxisomal oxidation	1	3	0.3356860768002689	E48	C00026	2-Oxoglutarate
N-Glycan Degradation	2	7	0.3619863876985127	E19,E22	C00031/C00221/C00247/C02336/C00267/C00738/C00936/C00095/C00962/C01582/C00795/C00137/C00293/C00124/C00984/C00159,C00031/C00221/C00247/C02336/C00267/C00738/C00936/C00095/C00962/C01582/C00795/C00137/C00293/C00124/C00984/C00159	D-Glucose/beta-D-Glucose/L-Sorbose; L-xylo-Hexulose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/D-Hexose//D-Fructose/beta-D-Galactose/Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/Glucose/D-Galactose/alpha-D-Galactose/D-Mannose$D-Glucose/beta-D-Glucose/L-Sorbose; L-xylo-Hexulose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/D-Hexose//D-Fructose/beta-D-Galactose/Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/Glucose/D-Galactose/alpha-D-Galactose/D-Mannose
Aminosugars metabolism	2	7	0.3619863876985127	E34,E10	C00022/C00222,C00064/C05100/C00819	Pyruvate/3-Oxopropanoate; Malonate semialdehyde$L-Glutamine/3-Ureidoisobutyrate/D-Glutamine; D-2-Aminoglutaramic acid
Histidine metabolism	3	11	0.3845055037391816	E34,E84,E48	C00022/C00222,C00213/C00041/C00099/C00133,C00026	Pyruvate/3-Oxopropanoate; Malonate semialdehyde$Sarcosine; N-Methylglycine/L-Alanine/beta-Alanine/D-Alanine$2-Oxoglutarate
Arachidonic acid metabolism	2	8	0.405596168389211	E133,E109	C00219,C00037	arachidonic acid$Glycine
Butanoate metabolism	4	16	0.4381984707167465	E34,E128,E48,E1	C00022/C00222,C00900/C06010,C00026,	Pyruvate/3-Oxopropanoate; Malonate semialdehyde$2-Acetolactate/(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate$2-Oxoglutarate$
Lysine metabolism	2	10	0.47029661372993864	E109,E48	C00037,C00026	Glycine$2-Oxoglutarate
Vitamin B3 (nicotinate and nicotinamide) metabolism	1	6	0.47424586169229477	E10	C00064/C05100/C00819	L-Glutamine/3-Ureidoisobutyrate/D-Glutamine; D-2-Aminoglutaramic acid
Pentose and Glucuronate Interconversions	1	6	0.47424586169229477	E156		
Aspartate and asparagine metabolism	6	25	0.4803798000168053	E96,E109,E10,E129,E48,E1	,C00037,C00064/C05100/C00819,C02642/C00152,C00026,	$Glycine$L-Glutamine/3-Ureidoisobutyrate/D-Glutamine; D-2-Aminoglutaramic acid$N-Carbamoyl-beta-alanine/L-Asparagine$2-Oxoglutarate$
Ascorbate (Vitamin C) and Aldarate Metabolism	2	11	0.4906310394084531	E32,E51	,	$
Vitamin D3 (cholecalciferol) metabolism	0	0	0.5385261742710696			
Hyaluronan Metabolism	0	0	0.5385261742710696			
R Group Synthesis	0	0	0.5385261742710696			
Putative anti-Inflammatory metabolites formation from EPA	0	3	0.5385261742710696			
Vitamin B2 (riboflavin) metabolism	0	0	0.5385261742710696			
Glycerolipid metabolism	0	0	0.5385261742710696			
Carnitine shuttle	0	0	0.5385261742710696			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.5385261742710696			
Alkaloid biosynthesis II	0	1	0.5385261742710696			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.5385261742710696			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.5385261742710696			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.5385261742710696			
Parathio degradation	0	0	0.5385261742710696			
Blood Group Biosynthesis	0	0	0.5385261742710696			
Electron transport chain	0	0	0.5385261742710696			
Vitamin H (biotin) metabolism	0	0	0.5385261742710696			
Vitamin E metabolism	0	0	0.5385261742710696			
Lipoate metabolism	0	0	0.5385261742710696			
Heparan sulfate biosynthesis	0	0	0.5385261742710696			
Drug metabolism - cytochrome P450	0	1	0.5385261742710696			
Vitamin A (retinol) metabolism	0	0	0.5385261742710696			
Glycosaminoglycan degradation	0	0	0.5385261742710696			
Fatty acid oxidation	0	0	0.5385261742710696			
ROS Detoxification	0	0	0.5385261742710696			
CoA Catabolism	0	0	0.5385261742710696			
Omega-3 fatty acid metabolism	0	1	0.5385261742710696			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.5385261742710696			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.5385261742710696			
Geraniol degradation	0	0	0.5385261742710696			
Vitamin D	0	0	0.5385261742710696			
Dynorphin metabolism	0	0	0.5385261742710696			
Keratan sulfate biosynthesis	0	0	0.5385261742710696			
3-Chloroacrylic acid degradation	0	0	0.5385261742710696			
Sphingolipid metabolism	0	0	0.5385261742710696			
O-Glycan biosynthesis	0	0	0.5385261742710696			
Limonene and pinene degradation	0	0	0.5385261742710696			
Proteoglycan biosynthesis	0	0	0.5385261742710696			
Vitamin K metabolism	0	0	0.5385261742710696			
Benzoate degradation via CoA ligation	0	0	0.5385261742710696			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.5385261742710696			
Vitamin B6 (pyridoxine) metabolism	0	0	0.5385261742710696			
Atrazine degradation	0	0	0.5385261742710696			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.5385261742710696			
Nucleotide Sugar Metabolism	0	0	0.5385261742710696			
Ubiquinone Biosynthesis	0	0	0.5385261742710696			
1- and 2-Methylnaphthalene degradation	0	0	0.5385261742710696			
Drug metabolism - other enzymes	0	0	0.5385261742710696			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.5385261742710696			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.5385261742710696			
